Flight_ID,Airline,Origin,Destination,Departure_Date,Seat_Class,Days_to_Departure,Layovers,Layover_Airport1,Layover_Airport2,Price
FL04564,American Airlines,ATL,MIA,07-12-2024,Business,36,0,NA,NA,897.56
FL04565,Hawaiian Airlines,DFW,PHX,11-01-2025,First Class,173,1,SFO,NA,1038.72
FL04566,JetBlue,LAX,DCA,15-03-2024,Economy,157,0,NA,NA,350.44
FL04567,Hawaiian Airlines,DCA,EWR,07-04-2024,Economy,13,2,DEN,MIA,1279.76
FL04568,Frontier Airlines,MIA,SFO,06-09-2024,First Class,7,1,BWI,NA,986.12
FL04569,Frontier Airlines,EWR,MCO,31-07-2024,Business,100,1,SFO,NA,933.72
FL04570,Southwest,MIA,CLT,09-07-2024,Business,102,0,NA,NA,596.58
FL04571,American Airlines,DFW,ORD,09-01-2025,First Class,137,0,NA,NA,1454.93
FL04572,SkyWest Airlines,SEA,DTW,28-05-2024,Business,112,0,NA,NA,808.84
FL04573,American Airlines,JFK,DEN,27-05-2024,Business,143,1,BWI,NA,634.37
FL04574,Delta,LAS,EWR,11-05-2024,First Class,57,0,NA,NA,1716.59
FL04575,Delta,EWR,DTW,30-07-2024,First Class,178,1,SFO,NA,793.75
FL04576,Hawaiian Airlines,MCO,BOS,10-11-2024,Economy,73,2,LAS,DEN,1236.47
FL04577,Southwest,DEN,MIA,16-07-2024,First Class,21,0,NA,NA,1831.75
FL04578,Endeavor Air,ATL,DTW,30-12-2024,Business,68,2,PHX,MIA,1160.55
FL04579,American Airlines,ORD,ATL,13-10-2024,Business,37,2,MCO,MIA,1388.74
FL04580,JetBlue,MIA,EWR,07-10-2024,Business,89,1,LAS,NA,693.48
FL04581,Frontier Airlines,LAS,EWR,30-08-2024,Economy,50,2,MIA,MDW,611.06
FL04582,Frontier Airlines,LAX,LAS,10-08-2024,Economy,122,0,NA,NA,598.58
FL04583,Delta,IAH,SEA,06-05-2024,First Class,80,2,ATL,LAS,1647.97
FL04584,Spirit Airlines,MCO,SEA,22-11-2024,Business,14,2,MDW,ORD,1421.7
FL04585,Spirit Airlines,IAH,EWR,29-05-2024,First Class,30,0,NA,NA,1106.74
FL04586,Hawaiian Airlines,MIA,DCA,27-12-2024,Economy,151,2,DEN,JFK,786.77
FL04587,Republic Airways,MDW,DEN,26-09-2024,Business,151,2,SFO,MCO,897.91
FL04588,American Airlines,BOS,DFW,17-08-2024,Economy,21,2,ATL,DCA,1341.78
FL04589,American Airlines,SFO,DTW,27-05-2024,Economy,87,0,NA,NA,527.01
FL04590,Southwest,SEA,IAH,05-03-2024,Business,87,2,DEN,MDW,1190.31
FL04591,American Airlines,BWI,DEN,04-01-2025,First Class,116,0,NA,NA,1466.58
FL04592,JetBlue,DEN,LAS,08-06-2024,First Class,120,2,SFO,DFW,1390.8
FL04593,Delta,CLT,DFW,03-03-2024,Business,93,2,DCA,MCO,1482.82
FL04594,United,DCA,DFW,22-12-2024,First Class,172,2,DEN,DTW,803.68
FL04595,Southwest,SFO,MIA,18-08-2024,Economy,133,1,MDW,NA,700.12
FL04596,American Airlines,SEA,EWR,12-06-2024,Business,140,0,NA,NA,391.71
FL04597,American Airlines,ORD,SEA,17-07-2024,First Class,53,0,NA,NA,1926.75
FL04598,Southwest,MIA,LAX,08-05-2024,Business,63,0,NA,NA,1309.83
FL04599,Alaska Airlines,ATL,MDW,05-10-2024,Economy,174,0,NA,NA,467.94
FL04600,Southwest,EWR,JFK,26-05-2024,Business,63,0,NA,NA,1329.1
FL04601,Alaska Airlines,PHX,DTW,13-11-2024,Economy,118,0,NA,NA,208.52
FL04602,SkyWest Airlines,DEN,MCO,28-04-2024,First Class,59,1,ORD,NA,897
FL04603,Southwest,BWI,MIA,10-01-2025,First Class,175,1,MDW,NA,1124.5
FL04604,Southwest,DCA,MCO,27-08-2024,First Class,105,2,DFW,BOS,1540.82
FL04605,Alaska Airlines,ATL,SEA,04-04-2024,First Class,60,2,MDW,BOS,2093.3
FL04606,Endeavor Air,MCO,EWR,18-06-2024,First Class,22,2,BWI,LAX,2192.87
FL04607,Delta,SEA,DTW,09-10-2024,Business,155,0,NA,NA,700.73
FL04608,Frontier Airlines,SEA,ORD,15-01-2025,First Class,139,1,DTW,NA,1271.52
FL04609,American Airlines,ATL,MCO,18-10-2024,Business,147,0,NA,NA,769.68
FL04610,Endeavor Air,DFW,DEN,10-12-2024,Business,40,0,NA,NA,1353.91
FL04611,Frontier Airlines,DCA,MDW,01-06-2024,Business,70,1,SFO,NA,1013.33
FL04612,JetBlue,DFW,DEN,27-08-2024,Business,50,1,DTW,NA,1012.51
FL04613,Southwest,DFW,SEA,25-09-2024,Economy,155,2,IAH,ORD,599.26
FL04614,Frontier Airlines,DTW,DFW,22-06-2024,Economy,139,1,BOS,NA,729.41
FL04615,Endeavor Air,DFW,PHX,28-05-2024,Business,178,0,NA,NA,366.83
FL04616,Hawaiian Airlines,PHX,JFK,07-07-2024,First Class,93,0,NA,NA,1284.41
FL04617,Delta,MIA,DFW,25-07-2024,Economy,64,2,IAH,BWI,1224.25
FL04618,Alaska Airlines,BOS,DEN,06-03-2024,Economy,89,1,DFW,NA,445.49
FL04619,Delta,LAS,DCA,02-09-2024,Business,161,2,SEA,EWR,550.01
FL04620,Endeavor Air,BWI,MDW,03-04-2024,Economy,152,2,BOS,MIA,469.41
FL04621,American Airlines,BOS,SEA,15-03-2024,Business,15,1,DEN,NA,1569.65
FL04622,Frontier Airlines,BWI,MCO,24-04-2024,First Class,67,2,DCA,DTW,1374.64
FL04623,Southwest,DEN,BWI,28-07-2024,Business,81,1,EWR,NA,537.99
FL04624,United,ATL,DFW,26-06-2024,Economy,74,1,DEN,NA,751.77
FL04625,Republic Airways,LAS,DFW,18-03-2024,Business,157,2,ATL,MCO,800.98
FL04626,Spirit Airlines,BOS,ATL,28-04-2024,First Class,20,2,MIA,ORD,2305.81
FL04627,Delta,MCO,EWR,01-08-2024,Business,7,0,NA,NA,710.57
FL04628,American Airlines,DFW,SFO,21-07-2024,Business,41,0,NA,NA,545.05
FL04629,Frontier Airlines,MIA,SEA,17-04-2024,First Class,62,0,NA,NA,1198.08
FL04630,American Airlines,ORD,MDW,03-11-2024,Business,144,0,NA,NA,729.65
FL04631,JetBlue,DFW,BOS,30-12-2024,Business,40,2,CLT,ATL,952.34
FL04632,Spirit Airlines,DCA,ATL,02-01-2025,Economy,30,1,SEA,NA,935.08
FL04633,Delta,PHX,LAS,21-12-2024,Economy,163,0,NA,NA,467.24
FL04634,Alaska Airlines,BWI,DCA,07-05-2024,Business,126,0,NA,NA,752.41
FL04635,Frontier Airlines,DTW,IAH,09-12-2024,Business,68,0,NA,NA,1240.67
FL04636,Hawaiian Airlines,MIA,DTW,04-11-2024,Business,69,1,SEA,NA,1242.58
FL04637,Endeavor Air,DCA,SEA,06-03-2024,Economy,143,2,MIA,BOS,802.13
FL04638,United,DFW,EWR,06-07-2024,Economy,163,0,NA,NA,181.01
FL04639,JetBlue,SEA,BOS,08-08-2024,First Class,163,1,JFK,NA,922.53
FL04640,SkyWest Airlines,SEA,JFK,18-12-2024,First Class,87,0,NA,NA,1729.89
FL04641,Frontier Airlines,MCO,CLT,14-03-2024,Business,28,1,BOS,NA,798.66
FL04642,JetBlue,BWI,ORD,09-07-2024,Business,67,1,MIA,NA,1044.33
FL04643,Alaska Airlines,CLT,IAH,05-12-2024,Business,155,1,ORD,NA,849.01
FL04644,Spirit Airlines,DCA,SEA,28-10-2024,Economy,110,1,SFO,NA,485
FL04645,American Airlines,BWI,MIA,02-07-2024,First Class,29,1,DTW,NA,1092.61
FL04646,American Airlines,ATL,DFW,25-11-2024,Business,45,1,BWI,NA,1173.66
FL04647,Endeavor Air,CLT,DFW,01-01-2025,Business,111,1,IAH,NA,1173.01
FL04648,SkyWest Airlines,LAX,MDW,19-07-2024,Economy,172,1,JFK,NA,596.15
FL04649,Frontier Airlines,EWR,BOS,28-03-2024,Business,78,1,DCA,NA,1327.07
FL04650,Endeavor Air,LAS,PHX,29-05-2024,Economy,73,1,MIA,NA,812.78
FL04651,United,ATL,SEA,02-11-2024,First Class,102,2,JFK,DCA,1841
FL04652,Delta,MDW,MIA,05-02-2025,Business,80,1,IAH,NA,1078.4
FL04653,United,LAX,SFO,17-06-2024,Economy,108,1,BOS,NA,874.29
FL04654,Spirit Airlines,DFW,MCO,13-10-2024,First Class,28,1,LAS,NA,1712.39
FL04655,Alaska Airlines,DFW,EWR,25-06-2024,Business,19,0,NA,NA,1128.36
FL04656,Delta,ATL,BOS,12-06-2024,Economy,41,2,DCA,DEN,1081.58
FL04657,Spirit Airlines,ORD,LAX,27-01-2025,First Class,85,0,NA,NA,1591.98
FL04658,American Airlines,SFO,JFK,13-08-2024,First Class,12,0,NA,NA,2161.45
FL04659,Hawaiian Airlines,DEN,EWR,26-07-2024,Business,73,0,NA,NA,1001.31
FL04660,Endeavor Air,BWI,ATL,17-10-2024,Business,15,1,DFW,NA,1314.76
FL04661,Frontier Airlines,SEA,SFO,06-06-2024,Business,88,1,PHX,NA,987.25
FL04662,Alaska Airlines,DTW,BWI,20-06-2024,Economy,97,0,NA,NA,768.41
FL04663,Endeavor Air,DCA,DFW,05-09-2024,Business,83,0,NA,NA,852.92
FL04664,Republic Airways,DTW,PHX,30-07-2024,First Class,125,0,NA,NA,1122.58
FL04665,Hawaiian Airlines,ORD,BWI,06-08-2024,Business,5,0,NA,NA,491.55
FL04666,Alaska Airlines,DCA,BWI,08-07-2024,Business,20,0,NA,NA,1404.76
FL04667,Delta,DCA,BOS,19-09-2024,Economy,140,0,NA,NA,272.62
FL04668,Endeavor Air,JFK,EWR,22-12-2024,Economy,55,0,NA,NA,926.43
FL04669,United,LAX,LAS,05-01-2025,Economy,132,1,SEA,NA,996.95
FL04670,Delta,SFO,ORD,12-09-2024,Economy,2,1,BWI,NA,687.08
FL04671,United,BWI,IAH,20-06-2024,First Class,92,1,MCO,NA,1742
FL04672,Spirit Airlines,MDW,ORD,27-11-2024,Economy,32,1,DCA,NA,516.5
FL04673,Alaska Airlines,SFO,JFK,03-04-2024,Business,127,2,SEA,EWR,1007.88
FL04674,JetBlue,BOS,EWR,28-01-2025,Economy,125,0,NA,NA,335.2
FL04675,American Airlines,LAS,SFO,29-04-2024,Business,67,2,DTW,DEN,1226.14
FL04676,SkyWest Airlines,MDW,DEN,16-04-2024,First Class,129,1,ATL,NA,1650.96
FL04677,Southwest,MCO,SFO,24-03-2024,First Class,82,1,LAS,NA,1638.05
FL04678,JetBlue,BWI,DTW,09-07-2024,Business,131,0,NA,NA,1022.4
FL04679,Hawaiian Airlines,IAH,DCA,22-10-2024,Economy,51,2,BWI,SFO,1210.94
FL04680,Delta,PHX,EWR,13-03-2024,Economy,63,0,NA,NA,212.27
FL04681,Hawaiian Airlines,MCO,ATL,24-10-2024,Economy,116,2,LAS,BWI,680.16
FL04682,Delta,IAH,DEN,15-08-2024,First Class,20,1,LAX,NA,1433.53
FL04683,Delta,MDW,IAH,17-11-2024,Business,32,2,DTW,JFK,1271.59
FL04684,American Airlines,BWI,BOS,20-05-2024,First Class,86,2,DCA,CLT,1746.24
FL04685,Spirit Airlines,SFO,DCA,05-12-2024,Economy,107,1,ATL,NA,456.3
FL04686,Hawaiian Airlines,MIA,SFO,26-07-2024,Business,84,1,CLT,NA,928.78
FL04687,SkyWest Airlines,DEN,EWR,22-11-2024,Business,52,1,BOS,NA,831.38
FL04688,Spirit Airlines,IAH,SFO,15-07-2024,Business,168,2,ATL,DTW,618.83
FL04689,American Airlines,DTW,DFW,20-10-2024,Economy,36,2,EWR,BOS,1538
FL04690,Spirit Airlines,PHX,MCO,23-09-2024,Business,146,0,NA,NA,718.7
FL04691,SkyWest Airlines,DFW,LAS,28-09-2024,First Class,146,1,JFK,NA,1272.48
FL04692,United,DEN,SFO,19-08-2024,Economy,110,1,EWR,NA,321.54
FL04693,American Airlines,SFO,JFK,07-01-2025,Economy,59,2,LAS,DFW,1030.42
FL04694,American Airlines,ATL,MIA,27-03-2024,First Class,4,0,NA,NA,1102.76
FL04695,Delta,MIA,BOS,13-08-2024,Economy,30,1,DCA,NA,914.42
FL04696,Delta,EWR,IAH,24-10-2024,First Class,65,2,SFO,PHX,2022.69
FL04697,Republic Airways,CLT,BWI,18-05-2024,Business,58,1,MCO,NA,1072.83
FL04698,United,MDW,PHX,08-10-2024,Economy,109,0,NA,NA,902.34
FL04699,Alaska Airlines,MIA,EWR,29-03-2024,Economy,156,0,NA,NA,181.02
FL04700,JetBlue,SEA,DTW,19-06-2024,Economy,81,0,NA,NA,666.83
FL04701,Spirit Airlines,SFO,PHX,20-01-2025,Economy,85,1,MDW,NA,409.45
FL04702,Spirit Airlines,ORD,DCA,09-07-2024,Economy,126,0,NA,NA,505.39
FL04703,JetBlue,ATL,ORD,31-01-2025,Economy,29,0,NA,NA,553.05
FL04704,Delta,BOS,MIA,25-01-2025,First Class,25,0,NA,NA,1845.07
FL04705,JetBlue,SEA,PHX,20-01-2025,First Class,100,1,JFK,NA,1834.43
FL04706,Hawaiian Airlines,PHX,DFW,28-04-2024,First Class,151,0,NA,NA,1123.6
FL04707,Hawaiian Airlines,DFW,MDW,09-12-2024,Economy,85,2,ORD,DCA,1012.43
FL04708,Frontier Airlines,EWR,MDW,05-07-2024,First Class,45,0,NA,NA,1527.13
FL04709,Republic Airways,DFW,LAX,06-01-2025,Economy,49,1,SFO,NA,1148.12
FL04710,JetBlue,BOS,DEN,21-03-2024,Economy,38,2,SEA,JFK,629.65
FL04711,SkyWest Airlines,ORD,CLT,20-10-2024,First Class,35,1,DTW,NA,1635.61
FL04712,Republic Airways,DCA,BWI,26-11-2024,First Class,98,0,NA,NA,647.51
FL04713,Endeavor Air,ATL,JFK,13-09-2024,First Class,87,0,NA,NA,1410.58
FL04714,Southwest,DFW,ATL,23-04-2024,Business,133,1,DEN,NA,977.1
FL04715,Hawaiian Airlines,MDW,DTW,02-10-2024,Business,85,1,LAS,NA,1247.85
FL04716,SkyWest Airlines,DCA,PHX,09-11-2024,Economy,59,0,NA,NA,384.21
FL04717,Endeavor Air,SFO,MIA,15-04-2024,Business,89,0,NA,NA,1109.95
FL04718,SkyWest Airlines,BWI,PHX,25-07-2024,Business,7,0,NA,NA,568.34
FL04719,Delta,MCO,LAS,18-07-2024,Economy,163,1,BWI,NA,691.51
FL04720,Alaska Airlines,MCO,ATL,20-04-2024,First Class,36,1,BWI,NA,1991.16
FL04721,United,DCA,SFO,04-08-2024,Business,76,2,MCO,ATL,807.61
FL04722,Hawaiian Airlines,SFO,MCO,18-04-2024,Economy,32,0,NA,NA,447.31
FL04723,Alaska Airlines,LAX,SFO,05-03-2024,Economy,174,1,DCA,NA,595.54
FL04724,American Airlines,MDW,EWR,18-03-2024,Business,8,2,BWI,DFW,807.26
FL04725,Spirit Airlines,DFW,DCA,07-03-2024,Economy,62,1,MIA,NA,407.64
FL04726,United,JFK,SFO,23-07-2024,Business,42,1,MDW,NA,1104.69
FL04727,American Airlines,SEA,DFW,28-11-2024,First Class,80,0,NA,NA,1121.52
FL04728,Delta,DEN,LAX,26-08-2024,Economy,73,1,ATL,NA,447.7
FL04729,American Airlines,BWI,MIA,11-11-2024,Economy,170,1,ORD,NA,446.92
FL04730,Southwest,MCO,DFW,26-06-2024,First Class,9,2,MDW,LAS,1557.55
FL04731,Republic Airways,ATL,SEA,07-08-2024,Business,60,2,DEN,MCO,1315.89
FL04732,Endeavor Air,LAS,DCA,25-10-2024,Business,161,0,NA,NA,975.08
FL04733,Delta,DTW,MIA,09-05-2024,First Class,65,1,MDW,NA,1746.08
FL04734,Frontier Airlines,SFO,DCA,28-01-2025,First Class,164,1,LAS,NA,940.21
FL04735,Southwest,SEA,MCO,24-12-2024,Business,41,1,DCA,NA,1164.39
FL04736,JetBlue,DTW,MDW,24-03-2024,First Class,161,1,DFW,NA,1081.42
FL04737,Hawaiian Airlines,MCO,LAS,25-10-2024,Economy,17,1,SEA,NA,1290.09
FL04738,Alaska Airlines,DEN,JFK,09-05-2024,Economy,165,1,PHX,NA,732.51
FL04739,JetBlue,SFO,MCO,30-12-2024,Business,28,2,LAX,DTW,1147.8
FL04740,Southwest,ORD,DTW,23-10-2024,Business,151,0,NA,NA,716.44
FL04741,JetBlue,EWR,IAH,22-12-2024,Economy,39,0,NA,NA,506.75
FL04742,Spirit Airlines,LAS,BWI,15-04-2024,Business,172,1,LAX,NA,305.48
FL04743,Spirit Airlines,IAH,DFW,17-09-2024,First Class,1,0,NA,NA,1384.85
FL04744,Endeavor Air,SFO,MDW,07-09-2024,Business,103,1,DEN,NA,913.12
FL04745,Endeavor Air,MDW,EWR,19-01-2025,First Class,109,1,BOS,NA,1619.18
FL04746,Endeavor Air,DEN,SFO,24-05-2024,Business,180,0,NA,NA,584.4
FL04747,Delta,MIA,SEA,23-03-2024,Business,106,0,NA,NA,820.08
FL04748,Delta,ATL,PHX,01-09-2024,First Class,87,1,DCA,NA,1838.95
FL04749,Hawaiian Airlines,SEA,EWR,02-12-2024,First Class,37,1,BWI,NA,1985.22
FL04750,Hawaiian Airlines,LAX,JFK,24-05-2024,Business,22,1,MCO,NA,1039.29
FL04751,Endeavor Air,SEA,CLT,18-10-2024,Economy,95,1,ORD,NA,500.52
FL04752,Hawaiian Airlines,ATL,MDW,02-03-2024,First Class,94,1,DFW,NA,2095.89
FL04753,Delta,SEA,CLT,16-12-2024,Business,78,0,NA,NA,1025.81
FL04754,Hawaiian Airlines,LAX,SEA,16-01-2025,Business,59,2,BWI,ATL,1054.84
FL04755,JetBlue,JFK,BOS,17-06-2024,Business,1,1,CLT,NA,1439.52
FL04756,American Airlines,ATL,MCO,06-11-2024,Economy,66,0,NA,NA,246.73
FL04757,Alaska Airlines,BOS,PHX,12-07-2024,Economy,110,0,NA,NA,452.28
FL04758,Alaska Airlines,MCO,DTW,24-06-2024,First Class,121,1,IAH,NA,1405.73
FL04759,Endeavor Air,SFO,ATL,20-01-2025,First Class,39,1,EWR,NA,1713.42
FL04760,Frontier Airlines,PHX,DTW,20-04-2024,First Class,15,0,NA,NA,2166.84
FL04761,Hawaiian Airlines,DEN,CLT,26-09-2024,First Class,128,1,DTW,NA,1335.37
FL04762,Republic Airways,DCA,EWR,04-07-2024,First Class,29,1,MCO,NA,2327.04
FL04763,Spirit Airlines,MDW,IAH,20-04-2024,First Class,154,0,NA,NA,1081.8
FL04764,Delta,DCA,MIA,04-07-2024,Business,45,1,SFO,NA,988.52
FL04765,JetBlue,DCA,ATL,27-03-2024,First Class,84,2,DEN,MCO,1718.01
FL04766,American Airlines,DEN,MIA,07-06-2024,Economy,74,1,EWR,NA,739.21
FL04767,American Airlines,MCO,DFW,05-11-2024,Economy,90,0,NA,NA,442.65
FL04768,Hawaiian Airlines,MIA,DTW,17-03-2024,Business,66,1,ORD,NA,1451.79
FL04769,Delta,PHX,DTW,24-06-2024,Business,102,0,NA,NA,364.24
FL04770,United,SFO,MCO,16-03-2024,Business,4,1,MIA,NA,1038.66
FL04771,Alaska Airlines,ORD,DCA,22-08-2024,Economy,82,0,NA,NA,290.88
FL04772,Delta,DTW,IAH,08-08-2024,First Class,115,1,JFK,NA,1661.35
FL04773,Endeavor Air,PHX,MIA,27-05-2024,First Class,99,1,CLT,NA,1434.03
FL04774,Endeavor Air,SFO,MDW,11-08-2024,Business,77,1,MIA,NA,1002.27
FL04775,SkyWest Airlines,LAX,DEN,08-04-2024,Business,1,1,EWR,NA,1239.51
FL04776,Republic Airways,DEN,EWR,19-12-2024,First Class,135,2,BOS,IAH,1785.21
FL04777,American Airlines,CLT,BOS,31-12-2024,Economy,3,0,NA,NA,988.86
FL04778,Hawaiian Airlines,PHX,ORD,26-01-2025,First Class,145,0,NA,NA,881.54
FL04779,Spirit Airlines,CLT,IAH,21-08-2024,Economy,109,1,ORD,NA,641.82
FL04780,American Airlines,LAS,MCO,17-12-2024,Business,69,1,BWI,NA,928.47
FL04781,Hawaiian Airlines,ATL,ORD,17-01-2025,Economy,44,0,NA,NA,830.75
FL04782,American Airlines,SFO,DTW,10-05-2024,Economy,73,0,NA,NA,515.4
FL04783,Frontier Airlines,CLT,DCA,22-01-2025,First Class,52,2,DFW,LAX,1775.71
FL04784,Spirit Airlines,MDW,IAH,25-01-2025,Business,74,2,DCA,DTW,1716.45
FL04785,Frontier Airlines,MIA,ORD,21-12-2024,Business,70,0,NA,NA,817.82
FL04786,Southwest,BWI,MCO,02-04-2024,First Class,40,1,SFO,NA,1516.2
FL04787,United,LAS,BOS,29-09-2024,First Class,128,1,MIA,NA,1227.52
FL04788,United,DEN,ATL,13-05-2024,First Class,30,1,DTW,NA,1040.81
FL04789,Spirit Airlines,DEN,EWR,10-01-2025,First Class,169,1,JFK,NA,1121.37
FL04790,Frontier Airlines,CLT,LAS,15-10-2024,Economy,85,0,NA,NA,552.41
FL04791,Endeavor Air,EWR,LAX,19-07-2024,First Class,101,0,NA,NA,1086.71
FL04792,Spirit Airlines,MDW,ORD,18-12-2024,Economy,84,0,NA,NA,942.31
FL04793,Spirit Airlines,LAX,CLT,04-04-2024,Business,171,1,BOS,NA,673.71
FL04794,SkyWest Airlines,LAS,CLT,08-04-2024,Business,106,1,MDW,NA,709.42
FL04795,Frontier Airlines,IAH,SFO,12-09-2024,Economy,128,0,NA,NA,538.65
FL04796,Delta,DTW,MDW,12-01-2025,Business,29,1,DEN,NA,1419.81
FL04797,Republic Airways,DTW,ATL,04-12-2024,Economy,119,1,SFO,NA,782.12
FL04798,JetBlue,MCO,DEN,03-04-2024,Business,109,2,ORD,SFO,835.14
FL04799,Alaska Airlines,DCA,LAX,11-10-2024,Economy,122,1,DEN,NA,340.61
FL04800,Endeavor Air,DEN,LAS,10-07-2024,First Class,97,1,DCA,NA,1620.1
FL04801,American Airlines,BWI,LAS,10-03-2024,First Class,110,1,SEA,NA,1103
FL04802,Alaska Airlines,BWI,MIA,24-10-2024,First Class,78,0,NA,NA,1095.5
FL04803,Endeavor Air,MIA,SEA,05-04-2024,Business,101,1,MDW,NA,1021.59
FL04804,Southwest,ORD,BOS,12-06-2024,Business,67,0,NA,NA,414.6
FL04805,JetBlue,SEA,PHX,17-05-2024,Economy,141,2,EWR,DFW,839.95
FL04806,Southwest,ATL,SEA,11-08-2024,Economy,111,2,DTW,DFW,637.57
FL04807,Hawaiian Airlines,MDW,LAS,07-07-2024,Business,153,1,BOS,NA,741.78
FL04808,Hawaiian Airlines,DCA,SFO,05-07-2024,Economy,134,2,ORD,MIA,462.4
FL04809,Southwest,IAH,DTW,23-06-2024,Economy,20,1,PHX,NA,740.06
FL04810,Republic Airways,ORD,LAS,29-12-2024,Business,142,1,SFO,NA,1102.17
FL04811,Frontier Airlines,MCO,SEA,30-01-2025,Business,118,2,MIA,DFW,1344.96
FL04812,Endeavor Air,DCA,PHX,21-06-2024,Economy,7,0,NA,NA,276.22
FL04813,American Airlines,DEN,BOS,05-01-2025,Business,176,0,NA,NA,943.7
FL04814,JetBlue,IAH,DCA,05-08-2024,First Class,122,1,MDW,NA,1164.89
FL04815,American Airlines,BWI,ORD,18-05-2024,First Class,98,0,NA,NA,1081.1
FL04816,SkyWest Airlines,LAS,IAH,11-08-2024,First Class,117,0,NA,NA,1556.44
FL04817,Republic Airways,DFW,MCO,16-11-2024,Business,130,1,LAX,NA,681.57
FL04818,Delta,ATL,SFO,01-05-2024,Business,26,2,MDW,IAH,942.78
FL04819,Alaska Airlines,MIA,MCO,02-09-2024,First Class,73,0,NA,NA,1384.77
FL04820,Southwest,BOS,JFK,31-01-2025,Economy,88,1,IAH,NA,1011.41
FL04821,JetBlue,JFK,EWR,03-04-2024,First Class,113,0,NA,NA,1380.59
FL04822,American Airlines,MDW,SEA,29-09-2024,First Class,179,1,LAX,NA,1044.98
FL04823,Delta,IAH,CLT,03-03-2024,Economy,50,1,LAX,NA,633.53
FL04824,Frontier Airlines,MCO,ATL,22-09-2024,Business,10,1,JFK,NA,1473.95
FL04825,United,LAX,DCA,19-12-2024,Economy,122,1,LAS,NA,513.13
FL04826,SkyWest Airlines,MIA,PHX,07-03-2024,Economy,120,1,LAX,NA,237.3
FL04827,Southwest,MCO,DCA,22-06-2024,Economy,127,2,BOS,LAX,896.91
FL04828,Spirit Airlines,DEN,DFW,05-04-2024,Economy,156,0,NA,NA,495.43
FL04829,Delta,MCO,BOS,10-11-2024,Business,13,1,MDW,NA,1394.04
FL04830,Endeavor Air,MIA,JFK,16-06-2024,First Class,20,1,LAS,NA,2301.75
FL04831,Republic Airways,DEN,JFK,28-07-2024,Economy,28,0,NA,NA,1008.98
FL04832,Hawaiian Airlines,BWI,PHX,28-01-2025,First Class,103,0,NA,NA,1781.42
FL04833,Alaska Airlines,LAX,DTW,22-03-2024,Business,148,2,ORD,MCO,867.23
FL04834,American Airlines,MCO,ATL,02-07-2024,Economy,173,2,DFW,DTW,734.39
FL04835,JetBlue,DFW,DEN,04-07-2024,First Class,50,0,NA,NA,1353.08
FL04836,Frontier Airlines,DTW,MDW,25-05-2024,Business,98,0,NA,NA,968.13
FL04837,Alaska Airlines,ORD,EWR,31-05-2024,Business,128,2,ATL,SEA,900.78
FL04838,American Airlines,MIA,JFK,20-10-2024,Business,143,1,CLT,NA,1227.48
FL04839,American Airlines,DFW,SFO,29-09-2024,First Class,109,0,NA,NA,1306.3
FL04840,JetBlue,DCA,DTW,17-07-2024,First Class,16,1,CLT,NA,1426.51
FL04841,Southwest,BOS,LAX,10-11-2024,Economy,122,0,NA,NA,227.47
FL04842,Frontier Airlines,BOS,MIA,30-05-2024,Business,29,1,ATL,NA,796.36
FL04843,JetBlue,CLT,LAX,22-03-2024,Economy,25,0,NA,NA,651.81
FL04844,Southwest,CLT,LAX,18-08-2024,Business,161,1,PHX,NA,634.08
FL04845,United,ATL,ORD,15-10-2024,First Class,32,0,NA,NA,1946.58
FL04846,American Airlines,LAX,DEN,12-12-2024,Business,95,1,JFK,NA,985.82
FL04847,United,SFO,JFK,18-06-2024,Economy,87,0,NA,NA,626.8
FL04848,SkyWest Airlines,SEA,ORD,12-06-2024,Business,143,2,MCO,IAH,1083.79
FL04849,Spirit Airlines,DCA,SEA,03-06-2024,First Class,96,0,NA,NA,1353.06
FL04850,Delta,SEA,BWI,14-07-2024,First Class,113,0,NA,NA,1144.78
FL04851,Alaska Airlines,SEA,MDW,16-09-2024,Business,110,1,BWI,NA,632.1
FL04852,Delta,DTW,DCA,28-09-2024,Economy,41,1,DFW,NA,1158.5
FL04853,American Airlines,ORD,PHX,11-05-2024,Business,98,0,NA,NA,602.9
FL04854,SkyWest Airlines,EWR,DFW,18-08-2024,Business,119,0,NA,NA,817.67
FL04855,Republic Airways,PHX,IAH,03-06-2024,Business,67,0,NA,NA,1046.87
FL04856,Republic Airways,DFW,SFO,18-12-2024,Business,166,0,NA,NA,918.06
FL04857,Spirit Airlines,DFW,PHX,09-03-2024,Business,55,0,NA,NA,1143.68
FL04858,SkyWest Airlines,LAX,CLT,08-02-2025,Economy,160,0,NA,NA,505.04
FL04859,Spirit Airlines,CLT,ORD,24-07-2024,Economy,43,1,SFO,NA,459.31
FL04860,Alaska Airlines,DEN,LAS,17-08-2024,Economy,19,2,JFK,ATL,916.09
FL04861,Republic Airways,DCA,DTW,07-06-2024,Business,53,1,ORD,NA,1303.23
FL04862,Southwest,SEA,BWI,16-05-2024,Business,72,0,NA,NA,986.71
FL04863,United,LAX,MIA,01-07-2024,Economy,152,0,NA,NA,469.99
FL04864,Republic Airways,JFK,BOS,23-10-2024,First Class,147,1,ATL,NA,1334.3
FL04865,Frontier Airlines,DCA,LAS,19-08-2024,Economy,19,1,MIA,NA,947.9
